Match Id,Match,Bowling_team,Bowler_name,Overs,Maiden,Runs,Wickets,Economy,0s,4s,6s,Wides,NoBalls
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Oman,Brad Wheal,4,0,19,1,4.75,12,2,0,0,0
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Oman,Chris Sole,4,0,41,1,10.25,7,2,3,0,0
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Oman,Safyaan Sharif,4,0,40,2,10,6,6,0,0,0
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Oman,Michael Leask,3,0,21,0,7,8,1,1,1,0
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Oman,Chris Greaves,1,0,2,1,2,4,0,0,0,0
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Scotland,Bilal Khan,2.1,0,12,1,5.53,8,2,0,0,0
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Scotland,Shakeel Ahmed,2,0,23,0,11.5,5,2,2,0,0
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Scotland,Kaleemullah,2,0,17,0,8.5,6,2,1,0,0
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Scotland,Aqib Ilyas,3,0,41,1,13.66,6,4,3,0,0
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Scotland,Mehran Khan,1,0,16,1,16,3,1,1,1,0
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Scotland,Zeeshan Maqsood,2,0,22,0,11,4,2,1,0,0
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Scotland,Ayaan Khan,1,0,20,0,20,1,0,3,0,0
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,India,Shaheen Shah Afridi,4,0,29,1,7.25,14,1,2,1,0
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,India,Naseem Shah,4,0,21,3,5.25,15,3,0,1,1
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,India,Mohammad Amir,4,0,23,2,5.75,15,3,0,0,0
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,India,Iftikhar Ahmed,1,0,7,0,7,3,1,0,1,0
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,India,Imad Wasim,3,0,17,0,5.66,6,1,0,1,0
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,India,Haris Rauf,3,0,21,3,7,10,4,0,0,0
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,Pakistan,Arshdeep Singh,4,0,31,1,7.75,11,4,0,1,0
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,Pakistan,Mohammed Siraj,4,0,19,0,4.75,11,1,0,1,1
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,Pakistan,Jasprit Bumrah,4,0,14,3,3.5,15,1,0,0,0
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,Pakistan,Hardik Pandya,4,0,24,2,6,11,1,1,1,0
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,Pakistan,Ravindra Jadeja,2,0,10,0,5,5,1,0,0,0
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,Pakistan,Axar Patel,2,0,11,1,5.5,6,0,1,0,0
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,West Indies,Alpesh Ramjani,3,0,16,1,5.33,11,1,1,0,0
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,West Indies,Cosmas Kyewuta,4,0,42,1,10.5,15,7,1,2,1
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,West Indies,Juma Miyagi,3,0,29,0,9.66,6,3,1,0,1
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,West Indies,Frank Nsubuga,3,0,29,0,9.66,4,1,2,0,1
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,West Indies,Brian Masaba,4,0,31,2,7.75,10,1,2,2,0
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,West Indies,Dinesh Nakrani,3,0,20,1,6.66,5,2,0,0,0
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,Uganda,Akeal Hosein,4,0,11,5,2.75,19,2,0,0,0
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,Uganda,Romario Shepherd,2,0,9,1,4.5,6,1,0,0,0
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,Uganda,Andre Russell,1,0,4,1,4,4,0,0,1,0
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,Uganda,Alzarri Joseph,3,0,6,2,2,14,0,0,1,0
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,Uganda,Gudakesh Motie,2,0,6,1,3,8,0,0,0,0
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,Australia,Moeen Ali,2,0,18,1,9,6,2,1,0,0
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,Australia,Will Jacks,1,0,22,0,22,1,0,3,0,0
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,Australia,Jofra Archer,4,0,28,1,7,11,2,1,1,0
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,Australia,Mark Wood,3,0,32,0,10.66,9,2,3,0,0
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,Australia,Adil Rashid,4,0,41,1,10.25,7,4,2,1,0
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,Australia,Chris Jordan,4,0,44,2,11,6,4,2,4,0
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,Australia,Liam Livingstone,2,0,15,1,7.5,2,0,1,0,0
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,England,Mitchell Starc,3,0,37,0,12.33,7,3,3,2,0
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,England,Josh Hazlewood,4,0,28,1,7,10,4,0,0,0
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,England,Pat Cummins,4,0,23,2,5.75,10,2,0,1,0
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,England,Marcus Stoinis,3,0,24,1,8,6,3,0,2,0
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,England,Adam Zampa,4,0,28,2,7,9,0,2,0,0
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,England,Glenn Maxwell,2,0,22,0,11,5,0,3,0,0
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,Netherlands,Marco Jansen,4,0,20,2,5,15,2,0,1,1
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,Netherlands,Kagiso Rabada,4,0,27,0,6.75,12,2,1,1,0
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,Netherlands,Ottneil Baartman,4,0,11,4,2.75,17,1,0,1,0
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,Netherlands,Anrich Nortje,4,0,19,2,4.75,14,0,1,1,1
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,Netherlands,Keshav Maharaj,4,0,24,0,6,6,1,0,1,0
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,South Africa,Vivian Kingma,4,1,12,2,3,18,0,0,1,0
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,South Africa,Logan van Beek,4,1,21,2,5.25,13,1,1,0,0
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,South Africa,Paul van Meekeren,4,1,13,0,3.25,17,1,0,1,0
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,South Africa,Bas de Leede,3.5,0,34,1,8.86,12,2,2,0,1
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,South Africa,Tim Pringle,2,0,14,0,7,4,0,1,0,0
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,South Africa,Vikramjit Singh,1,0,11,0,11,0,0,1,0,0
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Sri Lanka,Tanzim Hasan Sakib,4,0,24,1,6,14,2,1,0,0
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Sri Lanka,Shakib Al Hasan,3,0,30,0,10,5,4,0,0,0
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Sri Lanka,Taskin Ahmed,4,0,25,2,6.25,12,3,0,1,0
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Sri Lanka,Mustafizur Rahman,4,0,17,3,4.25,14,2,0,1,0
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Sri Lanka,Rishad Hossain,4,0,22,3,5.5,10,1,1,0,0
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Sri Lanka,Mahmudullah,1,0,4,0,4,2,0,0,0,0
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Bangladesh,Dhananjaya de Silva,2,0,11,1,5.5,3,0,0,1,0
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Bangladesh,Nuwan Thushara,4,0,18,4,4.5,14,1,0,5,0
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Bangladesh,Maheesh Theekshana,4,0,25,0,6.25,8,1,0,3,0
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Bangladesh,Wanindu Hasaranga,4,0,32,2,8,12,0,4,0,0
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Bangladesh,Matheesha Pathirana,4,0,27,1,6.75,11,1,1,2,0
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Bangladesh,Dasun Shanaka,1,0,11,0,11,2,0,1,1,0
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,Afghanistan,Trent Boult,4,0,22,2,5.5,12,1,1,0,0
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,Afghanistan,Matt Henry,4,0,37,2,9.25,10,3,2,0,0
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,Afghanistan,Mitchell Santner,4,0,24,0,6,11,3,0,0,0
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,Afghanistan,Michael Bracewell,3,0,27,0,9,6,0,3,0,0
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,Afghanistan,Lockie Ferguson,4,0,28,1,7,12,3,1,0,0
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,Afghanistan,Daryl Mitchell,1,0,16,0,16,0,0,2,0,0
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,New Zealand,Fazalhaq Farooqi,3.2,0,17,4,5.1,15,2,0,3,0
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,New Zealand,Mohammad Nabi,4,0,16,2,4,11,0,0,0,0
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,New Zealand,Naveen-ul-Haq,3,0,10,0,3.33,12,1,0,0,0
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,New Zealand,Rashid Khan,4,0,17,4,4.25,16,2,0,2,0
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,New Zealand,Noor Ahmad,1,0,10,0,10,1,0,1,0,0
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Canada,Mark Adair,4,0,23,1,5.75,10,2,0,1,0
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Canada,Josh Little,4,0,37,0,9.25,6,4,0,2,0
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Canada,Craig Young,4,0,32,2,8,13,3,2,1,0
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Canada,Barry McCarthy,4,0,24,2,6,12,4,0,0,0
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Canada,Gareth Delany,2,0,10,1,5,5,0,0,0,0
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Canada,Curtis Campher,2,0,11,0,5.5,4,0,0,1,0
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Ireland,Kaleem Sana,4,0,38,0,9.5,11,4,1,3,0
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Ireland,Jeremy Gordon,4,0,16,2,4,14,1,0,1,0
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Ireland,Junaid Siddiqui,4,0,27,1,6.75,9,1,1,0,0
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Ireland,Saad Bin Zafar,4,0,22,1,5.5,7,0,0,0,0
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Ireland,Dilon Heyliger,4,0,18,2,4.5,12,1,0,1,0
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Namibia,Brad Wheal,4,0,33,3,8.25,8,2,1,1,1
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Namibia,Brad Currie,4,0,16,2,4,12,1,0,0,0
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Namibia,Chris Sole,3,0,23,1,7.66,7,3,0,1,1
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Namibia,Mark Watt,4,0,39,0,9.75,8,4,2,0,0
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Namibia,Chris Greaves,3,0,24,1,8,5,1,1,0,0
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Namibia,Michael Leask,2,0,16,1,8,4,1,1,0,0
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Scotland,Ruben Trumpelmann,4,0,36,1,9,9,1,1,4,1
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Scotland,David Wiese,3.3,0,30,0,8.57,10,1,3,0,0
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Scotland,Tangeni Lungameni,3,0,39,1,13,4,3,2,1,0
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Scotland,Bernard Scholtz,4,0,20,1,5,7,1,0,0,0
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Scotland,Gerhard Erasmus,4,0,29,2,7.25,9,1,1,2,0
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,Pakistan,Nosthush Kenjige,4,0,30,3,7.5,10,1,2,0,0
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,Pakistan,Saurabh Netravalkar,4,0,18,2,4.5,13,0,1,0,0
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,Pakistan,Ali Khan,4,0,30,1,7.5,8,2,1,2,0
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,Pakistan,Harmeet Singh,4,0,34,0,8.5,9,2,2,1,0
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,Pakistan,Jasdeep Singh,3,0,37,1,12.33,4,2,3,1,0
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,Pakistan,Corey Anderson,1,0,6,0,6,3,1,0,0,0
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,United States of America,Shaheen Shah Afridi,4,0,33,0,8.25,13,5,1,2,0
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,United States of America,Mohammad Amir,4,0,25,1,6.25,12,2,0,3,0
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,United States of America,Naseem Shah,4,0,26,1,6.5,9,3,0,2,0
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,United States of America,Haris Rauf,4,0,37,1,9.25,9,4,1,1,0
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,United States of America,Shadab Khan,3,0,27,0,9,4,0,2,1,0
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,United States of America,Iftikhar Ahmed,1,0,10,0,10,2,2,0,0,0
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Australia,Bilal Khan,4,0,36,1,9,9,4,1,1,1
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Australia,Kaleemullah,3,0,30,1,10,7,4,1,0,0
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Australia,Shakeel Ahmed,4,0,28,0,7,10,2,1,0,1
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Australia,Mehran Khan,4,0,38,2,9.5,12,1,4,0,1
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Australia,Aqib Ilyas,4,0,18,0,4.5,10,1,0,0,0
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Australia,Zeeshan Maqsood,1,0,12,0,12,0,2,0,0,0
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Oman,Mitchell Starc,3,0,20,2,6.66,12,3,0,5,0
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Oman,Josh Hazlewood,4,0,21,0,5.25,12,1,1,0,0
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Oman,Nathan Ellis,4,0,28,2,7,9,2,1,1,0
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Oman,Marcus Stoinis,3,0,19,3,6.33,11,1,1,1,0
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Oman,Glenn Maxwell,2,0,11,0,5.5,5,1,0,1,0
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Oman,Adam Zampa,4,0,24,2,6,11,0,2,0,0
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Papua New Guinea,Alpesh Ramjani,4,1,17,2,4.25,16,1,1,0,0
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Papua New Guinea,Cosmas Kyewuta,3.1,0,17,2,5.36,9,2,0,0,0
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Papua New Guinea,Juma Miyagi,4,0,11,2,2.75,16,0,0,0,1
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Papua New Guinea,Brian Masaba,4,0,17,1,4.25,11,1,0,0,0
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Papua New Guinea,Frank Nsubuga,4,2,4,2,1,20,0,0,0,0
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Uganda,Alei Nao,4,0,16,2,4,16,0,0,3,0
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Uganda,Norman Vanua,4,0,19,2,4.75,17,1,0,6,0
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Uganda,Chad Soper,4,0,13,1,3.25,14,0,0,1,0
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Uganda,Assad Vala,2,0,10,1,5,6,1,0,0,0
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Uganda,John Kariko,4,0,18,0,4.5,8,0,0,0,0
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Uganda,Charles Amini,0.2,0,2,0,6,1,0,0,0,0
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,Ireland,Arshdeep Singh,4,0,35,2,8.75,14,3,1,5,1
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,Ireland,Mohammed Siraj,3,0,13,1,4.33,14,2,0,0,0
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,Ireland,Jasprit Bumrah,3,1,6,2,2,13,0,0,0,0
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,Ireland,Hardik Pandya,4,1,27,3,6.75,14,2,2,0,0
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,Ireland,Axar Patel,1,0,3,1,3,3,0,0,0,0
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,Ireland,Ravindra Jadeja,1,0,7,0,7,2,1,0,0,0
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,India,Mark Adair,4,0,27,1,6.75,13,3,0,3,0
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,India,Josh Little,4,0,42,0,10.5,12,2,4,3,0
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,India,Barry McCarthy,2.2,0,18,0,7.71,5,1,1,0,0
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,India,Curtis Campher,1,0,4,0,4,3,0,0,0,0
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,India,Ben White,1,0,6,1,6,3,1,0,0,0
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Nepal,Vivian Kingma,4,0,23,0,5.75,15,4,0,2,0
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Nepal,Tim Pringle,4,0,20,3,5,13,1,1,0,0
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Nepal,Logan van Beek,3.2,0,18,3,5.4,14,2,1,0,0
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Nepal,Paul van Meekeren,4,0,19,2,4.75,12,2,0,1,0
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Nepal,Bas de Leede,4,1,22,2,5.5,12,1,1,1,0
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Netherlands,Karan KC,3,0,17,0,5.66,10,3,0,0,0
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Netherlands,Sompal Kami,4,0,18,1,4.5,12,2,0,0,0
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Netherlands,Gulsan Jha,2,0,17,0,8.5,2,2,0,0,1
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Netherlands,Dipendra Singh Airee,2,0,6,1,3,7,0,0,0,0
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Netherlands,Abinash Bohara,3.4,0,29,1,7.9,5,2,1,0,0
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Netherlands,Sagar Dhakal,4,0,21,0,5.25,8,1,0,0,0
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Afghanistan,Alpesh Ramjani,4,0,33,1,8.25,9,0,2,0,0
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Afghanistan,Cosmas Kyewuta,4,0,25,2,6.25,9,2,0,0,0
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Afghanistan,Dinesh Nakrani,3,0,37,0,12.33,2,6,0,0,0
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Afghanistan,Bilal Hassan,2,0,34,0,17,3,4,1,1,1
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Afghanistan,Henry Ssenyondo,2,0,19,0,9.5,4,0,2,1,0
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Afghanistan,Riazat Ali Shah,1,0,11,0,11,1,1,0,0,0
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Afghanistan,Brian Masaba,4,0,21,2,5.25,8,0,0,0,0
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Uganda,Fazalhaq Farooqi,4,0,9,5,2.25,18,1,0,0,0
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Uganda,Mujeeb Ur Rahman,3,0,16,1,5.33,13,2,0,1,0
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Uganda,Naveen-ul-Haq,2,0,4,2,2,9,0,0,1,0
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Uganda,Azmatullah Omarzai,2,0,7,0,3.5,8,0,0,1,0
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Uganda,Rashid Khan,4,0,12,2,3,16,1,0,0,0
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Uganda,Mohammad Nabi,1,0,8,0,8,3,0,1,0,0
T20I # 2635,South-Africa vs Sri-Lanka-4Th-Match-Group-D-1415704,Sri Lanka,Marco Jansen,3.1,0,15,0,4.73,11,0,1,1,0
T20I # 2635,South-Africa vs Sri-Lanka-4Th-Match-Group-D-1415704,Sri Lanka,Kagiso Rabada,4,1,21,2,5.25,15,2,1,1,0
T20I # 2635,South-Africa vs Sri-Lanka-4Th-Match-Group-D-1415704,Sri Lanka,Ottneil Baartman,4,1,9,1,2.25,20,1,0,1,0
T20I # 2635,South-Africa vs Sri-Lanka-4Th-Match-Group-D-1415704,Sri Lanka,Keshav Maharaj,4,0,22,2,5.5,10,0,1,0,0
T20I # 2635,South-Africa vs Sri-Lanka-4Th-Match-Group-D-1415704,Sri Lanka,Anrich Nortje,4,0,7,4,1.75,18,0,0,0,0
T20I # 2635,South-Africa vs Sri-Lanka-4Th-Match-Group-D-1415704,South Africa,Angelo Mathews,3,0,16,0,5.33,11,1,1,1,0
T20I # 2635,South-Africa vs Sri-Lanka-4Th-Match-Group-D-1415704,South Africa,Nuwan Thushara,3,0,18,1,6,8,0,1,0,1
T20I # 2635,South-Africa vs Sri-Lanka-4Th-Match-Group-D-1415704,South Africa,Dasun Shanaka,3,1,6,1,2,12,0,0,0,0
T20I # 2635,South-Africa vs Sri-Lanka-4Th-Match-Group-D-1415704,South Africa,Matheesha Pathirana,3,0,12,0,4,8,0,0,1,0
T20I # 2635,South-Africa vs Sri-Lanka-4Th-Match-Group-D-1415704,South Africa,Wanindu Hasaranga,3.2,0,22,2,6.6,10,2,1,0,0
T20I # 2635,South-Africa vs Sri-Lanka-4Th-Match-Group-D-1415704,South Africa,Maheesh Theekshana,1,0,3,0,3,3,0,0,0,0
T20I # 2634,Namibia vs Oman-3Rd-Match-Group-B-1415703,Oman,Ruben Trumpelmann,4,0,21,4,5.25,12,2,0,0,1
T20I # 2634,Namibia vs Oman-3Rd-Match-Group-B-1415703,Oman,David Wiese,3.4,0,28,3,7.63,11,4,1,0,0
T20I # 2634,Namibia vs Oman-3Rd-Match-Group-B-1415703,Oman,Tangeni Lungameni,4,0,18,0,4.5,14,2,0,1,0
T20I # 2634,Namibia vs Oman-3Rd-Match-Group-B-1415703,Oman,Bernard Scholtz,4,0,20,1,5,11,0,1,1,0
T20I # 2634,Namibia vs Oman-3Rd-Match-Group-B-1415703,Oman,Gerhard Erasmus,4,0,20,2,5,9,1,0,0,0
T20I # 2634,Namibia vs Oman-3Rd-Match-Group-B-1415703,Namibia,Bilal Khan,4,0,25,1,6.25,11,2,1,1,0
T20I # 2634,Namibia vs Oman-3Rd-Match-Group-B-1415703,Namibia,Shakeel Ahmed,3,0,20,0,6.66,10,4,0,0,0
T20I # 2634,Namibia vs Oman-3Rd-Match-Group-B-1415703,Namibia,Kaleemullah,2,0,10,0,5,7,1,0,0,0
