Match Id,Match Name,Team_Inning,BatsmanName,Batting Pos,Out By,Not Out / Out,Runs,Balls,4s,6s,SR(strike rate)
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,South Africa,Aiden Markram (c),3,c Ali Khan b Netravalkar,Out,46,32,4,1,143.75
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,South Africa,David Miller,4,c & b Harmeet Singh,Out,0,1,0,0,0
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,South Africa,Heinrich Klaasen,5,not out,Not_Out,36,22,0,3,163.63
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,South Africa,Tristan Stubbs,6,not out,Not_Out,20,16,2,0,125
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,United States of America,Steven Taylor,1,c Klaasen b Rabada,Out,24,14,4,1,171.42
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,United States of America,Andries Gous ,2,not out,Not_Out,80,47,5,5,170.21
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,United States of America,Nitish Kumar,3,c Stubbs b Rabada,Out,8,6,0,1,133.33
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,United States of America,Aaron Jones (c),4,c de Kock b Maharaj,Out,0,5,0,0,0
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,United States of America,Corey Anderson,5,b Nortje,Out,12,12,0,1,100
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,United States of America,Shayan Jahangir,6,lbw b Shamsi,Out,3,9,0,0,33.33
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,United States of America,Harmeet Singh,7,c Stubbs b Rabada,Out,38,22,2,3,172.72
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,United States of America,Jasdeep Singh,8,not out,Not_Out,2,6,0,0,33.33
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,West Indies,Brandon King,1,b Azmatullah Omarzai,Out,7,6,1,0,116.66
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,West Indies,Johnson Charles,2,c Gulbadin Naib b Naveen-ul-Haq,Out,43,27,8,0,159.25
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,West Indies,Nicholas Pooran ,3,run out (Azmatullah Omarzai),Out,98,53,6,8,184.9
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,West Indies,Shai Hope,4,c Najibullah Zadran b Gulbadin Naib,Out,25,17,0,2,147.05
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,West Indies,Rovman Powell (c),5,c sub (Nangeyalia Kharote) b Gulbadin Naib,Out,26,15,1,2,173.33
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,West Indies,Andre Russell,6,not out,Not_Out,3,3,0,0,100
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,West Indies,Sherfane Rutherford,7,not out,Not_Out,1,1,0,0,100
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,Afghanistan,Rahmanullah Gurbaz ,1,c Russell b Hosein,Out,0,3,0,0,0
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,Afghanistan,Ibrahim Zadran,2,c Charles b McCoy,Out,38,28,5,1,135.71
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,Afghanistan,Gulbadin Naib,3,lbw b Motie,Out,7,10,1,0,70
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,Afghanistan,Azmatullah Omarzai,4,c Powell b Hosein,Out,23,19,1,1,121.05
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,Afghanistan,Najibullah Zadran,5,c Charles b McCoy,Out,0,2,0,0,0
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,Afghanistan,Mohammad Nabi,6,b McCoy,Out,1,4,0,0,25
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,Afghanistan,Karim Janat,7,run out (King/Hosein),Out,14,9,0,1,155.55
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,Afghanistan,Rashid Khan (c),8,c Powell b Russell,Out,18,11,2,1,163.63
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,Afghanistan,Noor Ahmad,9,c Rutherford b Motie,Out,2,4,0,0,50
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,Afghanistan,Naveen-ul-Haq,10,c Pooran b Joseph,Out,4,6,1,0,66.66
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,Afghanistan,Fazalhaq Farooqi,11,not out,Not_Out,0,2,0,0,0
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,Papua New Guinea,Tony Ura,1,c Phillips b Southee,Out,1,2,0,0,50
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,Papua New Guinea,Assad Vala (c),2,c Mitchell b Ferguson,Out,6,16,1,0,37.5
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,Papua New Guinea,Charles Amini,3,lbw b Ferguson,Out,17,25,2,0,68
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,Papua New Guinea,Sese Bau,4,c Allen b Santner,Out,12,27,1,0,44.44
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,Papua New Guinea,Hiri Hiri,5,b Boult,Out,7,11,1,0,63.63
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,Papua New Guinea,Chad Soper,6,b Ferguson,Out,1,6,0,0,16.66
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,Papua New Guinea,Kiplin Doriga ,7,b Southee,Out,5,7,1,0,71.42
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,Papua New Guinea,Norman Vanua,8,c Mitchell b Boult,Out,14,13,1,1,107.69
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,Papua New Guinea,Alei Nao,9,c Mitchell b Sodhi,Out,3,7,0,0,42.85
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,Papua New Guinea,Kabua Morea,10,st Conway b Sodhi,Out,0,3,0,0,0
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,Papua New Guinea,Semo Kamea,11,not out,Not_Out,1,1,0,0,100
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,New Zealand,Finn Allen,1,c Doriga b Morea,Out,0,2,0,0,0
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,New Zealand,Devon Conway ,2,lbw b Kamea,Out,35,32,2,3,109.37
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,New Zealand,Rachin Ravindra,3,c Kamea b Morea,Out,6,11,0,0,54.54
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,New Zealand,Kane Williamson (c),4,not out,Not_Out,18,17,2,0,105.88
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,New Zealand,Daryl Mitchell,5,not out,Not_Out,19,12,3,0,158.33
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Sri Lanka,Pathum Nissanka,1,c Engelbrecht b Kingma,Out,0,2,0,0,0
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Sri Lanka,Kusal Mendis ,2,c Engelbrecht b Dutt,Out,46,29,5,0,158.62
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Sri Lanka,Kamindu Mendis,3,c van Beek b van Meekeren,Out,17,20,1,1,85
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Sri Lanka,Dhananjaya de Silva,4,c de Leede b Pringle,Out,34,26,3,1,130.76
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Sri Lanka,Charith Asalanka,5,c de Leede b van Beek,Out,46,21,1,5,219.04
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Sri Lanka,Angelo Mathews,6,not out,Not_Out,30,15,1,2,200
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Sri Lanka,Dasun Shanaka,7,c Edwards b van Beek,Out,0,1,0,0,0
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Sri Lanka,Wanindu Hasaranga (c),8,not out,Not_Out,20,6,1,2,333.33
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Netherlands,Michael Levitt,1,st BKG Mendis b Theekshana,Out,31,23,2,3,134.78
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Netherlands,Max O'Dowd,2,c PHKD Mendis b Thushara,Out,11,8,0,1,137.5
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Netherlands,Vikramjit Singh,3,c PHKD Mendis b Shanaka,Out,7,10,0,0,70
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Netherlands,Sybrand Engelbrecht,4,c Asalanka b Pathirana,Out,11,9,0,1,122.22
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Netherlands,Scott Edwards (c),5,c Theekshana b Thushara,Out,31,24,2,1,129.16
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Netherlands,Bas de Leede,6,c Asalanka b Hasaranga,Out,3,5,0,0,60
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Netherlands,Logan van Beek,7,run out (BKG Mendis),Out,0,1,0,0,0
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Netherlands,Tim Pringle,8,st BKG Mendis b Hasaranga,Out,2,4,0,0,50
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Netherlands,Aryan Dutt,9,b Pathirana,Out,10,8,1,0,125
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Netherlands,Paul van Meekeren,10,lbw b Thushara,Out,3,8,0,0,37.5
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Netherlands,Vivian Kingma,11,not out,Not_Out,1,1,0,0,100
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Bangladesh,Tanzid Hasan,1,c & b Sompal Kami,Out,0,1,0,0,0
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Bangladesh,Litton Das ,2,c Aasif Sheikh b Sompal Kami,Out,10,12,1,0,83.33
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Bangladesh,Najmul Hossain Shanto (c),3,b Airee,Out,4,5,0,0,80
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Bangladesh,Shakib Al Hasan,4,lbw b Paudel,Out,17,22,2,0,77.27
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Bangladesh,Towhid Hridoy,5,c Lamichhane b Paudel,Out,9,7,2,0,128.57
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Bangladesh,Mahmudullah,6,run out (Gulsan Jha/Lamichhane),Out,13,13,2,0,100
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Bangladesh,Jaker Ali,7,b Lamichhane,Out,12,26,0,0,46.15
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Bangladesh,Tanzim Hasan Sakib,8,b Lamichhane,Out,3,5,0,0,60
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Bangladesh,Rishad Hossain,9,c Sah b Airee,Out,13,7,1,1,185.71
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Bangladesh,Taskin Ahmed,10,not out,Not_Out,12,15,2,0,80
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Bangladesh,Mustafizur Rahman,11,run out (Paudel/Airee),Out,3,4,0,0,75
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Nepal,Kushal Bhurtel,1,b Tanzim Hasan Sakib,Out,4,8,1,0,50
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Nepal,Aasif Sheikh ,2,c Shakib Al Hasan b Mustafizur Rahman,Out,17,14,4,0,121.42
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Nepal,Anil Sah,3,c Najmul Hossain Shanto b Tanzim Hasan Sakib,Out,0,2,0,0,0
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Nepal,Rohit Paudel (c),4,c Rishad Hossain b Tanzim Hasan Sakib,Out,1,6,0,0,16.66
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Nepal,Sundeep Jora,5,c Rishad Hossain b Tanzim Hasan Sakib,Out,1,8,0,0,12.5
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Nepal,Kushal Malla,6,c Najmul Hossain Shanto b Mustafizur Rahman,Out,27,40,1,1,67.5
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Nepal,Dipendra Singh Airee,7,c Litton Das b Mustafizur Rahman,Out,25,31,2,1,80.64
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Nepal,Gulsan Jha,8,c Towhid Hridoy b Taskin Ahmed,Out,0,4,0,0,0
